latency_buy,buy_price,buy_hsc,buy_bid,buy_ask,latency_close,close_price,close_hsc,close_bid,close_ask
0.28500914573669434,1.18187,5.4658,1.18175,1.18191,0.2663109302520752,1.18179,5.4658,1.18175,1.18191
0.2737879753112793,1.18187,5.4658,1.18175,1.18191,0.2737908363342285,1.18179,5.4658,1.18175,1.18191
0.2834489345550537,1.18187,5.4658,1.18175,1.18191,0.2752571105957031,1.18179,5.4658,1.18175,1.18191
0.28025102615356445,1.18187,5.4658,1.18175,1.18191,0.3069000244140625,1.18179,5.4658,1.18175,1.18191
0.28818511962890625,1.18187,5.4658,1.18175,1.18191,0.26997995376586914,1.18179,5.4658,1.18175,1.18191
0.283505916595459,1.18187,5.4658,1.18175,1.18191,0.28069186210632324,1.18179,5.4658,1.18175,1.18191
0.28824496269226074,1.18187,5.4658,1.18175,1.18191,0.29253292083740234,1.18179,5.4658,1.18175,1.18191
0.26460790634155273,1.18187,5.4658,1.18175,1.18191,0.3033881187438965,1.18179,5.4658,1.18175,1.18191
0.2812478542327881,1.18187,5.4658,1.18175,1.18191,0.2811272144317627,1.18179,6.8322,1.18175,1.18191
0.27088308334350586,1.18189,7.5154,1.18175,1.18191,0.32624197006225586,1.18178,7.5154,1.18175,1.18191
0.2782559394836426,1.18189,7.5154,1.18175,1.18191,0.2952461242675781,1.18178,7.5154,1.18175,1.18191
0.2899188995361328,1.18189,7.5154,1.18175,1.18191,0.2812471389770508,1.18178,7.5154,1.18175,1.18191
0.2720301151275635,1.18189,7.5154,1.18175,1.18191,0.2982139587402344,1.18178,7.5154,1.18175,1.18191
0.2712421417236328,1.18189,7.5154,1.18175,1.18191,0.27115893363952637,1.18178,7.5154,1.18175,1.18191
0.2638130187988281,1.18189,7.5154,1.18175,1.18191,0.2742140293121338,1.18178,9.5651,1.18175,1.18194
0.2629051208496094,1.18192,9.5651,1.18175,1.18194,0.2853529453277588,1.18178,9.5651,1.18175,1.18194
0.2775709629058838,1.18192,9.5651,1.18175,1.18194,0.2699601650238037,1.18178,9.5651,1.18175,1.18194
0.27329301834106445,1.18192,9.5651,1.18175,1.18194,0.28125500679016113,1.18178,9.5651,1.18175,1.18194
0.2648749351501465,1.18192,9.5651,1.18175,1.18194,0.26930904388427734,1.18178,9.5651,1.18175,1.18194
0.2677600383758545,1.18192,9.5656,1.18175,1.18194,0.2726118564605713,1.18178,9.5656,1.18175,1.18194
0.2748551368713379,1.18192,9.5656,1.18175,1.18194,0.2633829116821289,1.18178,9.5656,1.18175,1.18194
0.28780221939086914,1.18192,9.5656,1.18175,1.18194,0.26905393600463867,1.18178,9.5656,1.18175,1.18194
0.26889991760253906,1.18192,9.5656,1.18175,1.18194,0.27876901626586914,1.18178,9.5656,1.18175,1.18194
0.28134703636169434,1.18192,9.5656,1.18175,1.18194,0.28856396675109863,1.18178,9.5656,1.18175,1.18194
0.27825498580932617,1.18192,9.5656,1.18175,1.18194,0.28868603706359863,1.18178,9.5656,1.18175,1.18194
0.26538801193237305,1.18192,9.5656,1.18175,1.18194,0.26628589630126953,1.18178,9.5656,1.18175,1.18194
0.28011178970336914,1.18192,9.5656,1.18175,1.18194,0.27649617195129395,1.18178,9.5656,1.18175,1.18194
0.28552794456481934,1.18192,9.5656,1.18175,1.18194,0.27269816398620605,1.18178,9.5656,1.18175,1.18194
0.3913569450378418,1.18192,9.5656,1.18175,1.18194,0.2747359275817871,1.18178,10.2489,1.18175,1.18194
0.2842099666595459,1.18193,10.9322,1.18175,1.18194,0.26888203620910645,1.18177,10.9322,1.18175,1.18194
0.26639604568481445,1.18193,10.9322,1.18175,1.18194,0.2740919589996338,1.18177,10.9322,1.18175,1.18194
0.27324986457824707,1.18193,10.9322,1.18175,1.18194,0.2830240726470947,1.18177,10.9322,1.18175,1.18194
0.2700479030609131,1.18193,10.9322,1.18175,1.18194,0.2732670307159424,1.18177,10.9322,1.18175,1.18194
0.2753129005432129,1.18193,10.9323,1.18175,1.18194,0.28690099716186523,1.18180,9.5658,1.18178,1.18195
0.27062392234802246,1.18194,9.5658,1.18178,1.18195,0.269956111907959,1.18180,9.5658,1.18178,1.18195
0.2709991931915283,1.18194,9.5658,1.18178,1.18195,0.27308082580566406,1.18180,9.5658,1.18178,1.18195
0.2766380310058594,1.18194,9.5658,1.18178,1.18195,0.3390061855316162,1.18180,9.5658,1.18178,1.18195
0.33063817024230957,1.18194,9.5658,1.18178,1.18195,0.31316089630126953,1.18180,9.5658,1.18178,1.18195
0.2732689380645752,1.18194,9.5659,1.18178,1.18195,0.2833271026611328,1.18180,9.5659,1.18178,1.18195
0.28579115867614746,1.18194,9.5659,1.18178,1.18195,0.2848830223083496,1.18180,9.5659,1.18178,1.18195
0.3160068988800049,1.18194,9.5659,1.18178,1.18195,0.2593231201171875,1.18180,9.5659,1.18178,1.18195
0.3037729263305664,1.18194,9.5659,1.18178,1.18195,0.26329588890075684,1.18180,9.5659,1.18178,1.18195
0.2810680866241455,1.18194,9.5659,1.18178,1.18195,0.2639729976654053,1.18180,9.5659,1.18178,1.18195
0.2752110958099365,1.18194,9.5659,1.18178,1.18195,0.28912997245788574,1.18180,9.5659,1.18178,1.18195
0.2777829170227051,1.18194,9.5659,1.18178,1.18195,0.25994110107421875,1.18180,9.5659,1.18178,1.18195
0.2623000144958496,1.18194,9.5659,1.18178,1.18195,0.26354312896728516,1.18180,9.5659,1.18178,1.18195
0.2682340145111084,1.18194,9.5659,1.18178,1.18195,0.2672848701477051,1.18180,9.5659,1.18178,1.18195
0.2752079963684082,1.18194,9.5659,1.18178,1.18195,0.2813720703125,1.18180,9.5659,1.18178,1.18195
0.28194594383239746,1.18194,9.5659,1.18178,1.18195,0.28626203536987305,1.18180,10.2492,1.18178,1.18195
0.27291393280029297,1.18196,11.6158,1.18179,1.18196,0.25969600677490234,1.18179,11.6158,1.18179,1.18196
0.26068806648254395,1.18196,11.6158,1.18179,1.18196,0.2675318717956543,1.18179,11.6158,1.18179,1.18196
0.2672581672668457,1.18196,11.6158,1.18179,1.18196,0.27969884872436523,1.18179,11.6158,1.18179,1.18196
0.2763030529022217,1.18196,11.6158,1.18179,1.18196,0.26954007148742676,1.18179,11.6158,1.18179,1.18196
0.28331589698791504,1.18196,11.6158,1.18179,1.18196,0.27920103073120117,1.18179,11.6158,1.18179,1.18196
0.2725539207458496,1.18196,11.6158,1.18179,1.18196,0.26570916175842285,1.18179,11.6158,1.18179,1.18196
0.28371500968933105,1.18194,10.2492,1.18179,1.18194,0.2980818748474121,1.18179,10.2492,1.18179,1.18194
0.26972293853759766,1.18194,10.2492,1.18179,1.18194,0.2628319263458252,1.18179,10.2492,1.18179,1.18194
0.2682499885559082,1.18194,10.2492,1.18179,1.18194,0.2899971008300781,1.18179,10.2492,1.18179,1.18194
0.2857050895690918,1.18194,10.2492,1.18179,1.18194,0.2692699432373047,1.18179,10.2492,1.18179,1.18194
0.2685568332672119,1.18194,10.2492,1.18179,1.18194,0.27567315101623535,1.18179,10.2492,1.18179,1.18194
0.26474905014038086,1.18194,10.2492,1.18179,1.18194,0.255875825881958,1.18179,10.2492,1.18179,1.18194
0.2658829689025879,1.18194,10.2492,1.18179,1.18194,0.27745604515075684,1.18179,10.2492,1.18179,1.18194
0.28633999824523926,1.18194,10.2492,1.18179,1.18194,0.2714807987213135,1.18179,10.2492,1.18179,1.18194
0.26451683044433594,1.18194,10.2492,1.18179,1.18194,0.28479599952697754,1.18179,10.2492,1.18179,1.18194
0.28429102897644043,1.18194,10.2492,1.18179,1.18194,0.27582406997680664,1.18179,10.2492,1.18179,1.18194
0.2812480926513672,1.18194,10.2492,1.18179,1.18194,0.2741880416870117,1.18179,10.2492,1.18179,1.18194
0.2902851104736328,1.18194,10.2492,1.18179,1.18194,0.2825028896331787,1.18179,10.2492,1.18179,1.18194
0.27106189727783203,1.18194,10.2492,1.18179,1.18194,0.295212984085083,1.18179,10.2492,1.18179,1.18194
0.27648210525512695,1.18194,10.2492,1.18179,1.18194,0.2768738269805908,1.18179,10.2492,1.18179,1.18194
0.2709999084472656,1.18194,10.2492,1.18179,1.18194,0.2884860038757324,1.18179,10.2492,1.18179,1.18194
0.28156208992004395,1.18194,10.2492,1.18179,1.18194,0.3125269412994385,1.18179,10.2492,1.18179,1.18194
0.27398109436035156,1.18194,10.2492,1.18179,1.18194,0.3001389503479004,1.18179,10.2492,1.18179,1.18194
0.2772541046142578,1.18194,10.2492,1.18179,1.18194,0.2844059467315674,1.18179,10.2492,1.18179,1.18194
0.2739229202270508,1.18194,10.2492,1.18179,1.18194,0.2653191089630127,1.18179,10.2492,1.18179,1.18194
0.27800607681274414,1.18194,10.2492,1.18179,1.18194,0.2708768844604492,1.18179,10.2492,1.18179,1.18194
0.2660229206085205,1.18194,10.2492,1.18179,1.18194,0.2910349369049072,1.18179,10.2492,1.18179,1.18194
0.2748579978942871,1.18194,10.2492,1.18179,1.18194,0.2805812358856201,1.18179,10.2492,1.18179,1.18194
0.27519702911376953,1.18194,10.2492,1.18179,1.18194,0.27939796447753906,1.18179,10.2492,1.18179,1.18194
0.2693471908569336,1.18194,10.2492,1.18179,1.18194,0.2663919925689697,1.18179,10.2492,1.18179,1.18194
0.2922189235687256,1.18194,10.2492,1.18179,1.18194,0.27608609199523926,1.18179,10.2491,1.18179,1.18194
0.2911989688873291,1.18194,10.2491,1.18179,1.18194,0.280026912689209,1.18179,10.2491,1.18179,1.18194
0.2720680236816406,1.18194,10.2491,1.18179,1.18194,0.2765970230102539,1.18179,10.2491,1.18179,1.18194
0.28794312477111816,1.18194,10.2491,1.18179,1.18194,0.26034092903137207,1.18179,10.2491,1.18179,1.18194
0.2770369052886963,1.18194,10.2491,1.18179,1.18194,0.264484167098999,1.18179,10.2491,1.18179,1.18194
0.2684299945831299,1.18194,10.2491,1.18179,1.18194,0.2761108875274658,1.18179,10.2491,1.18179,1.18194
0.26957106590270996,1.18194,10.2491,1.18179,1.18194,0.27339696884155273,1.18179,10.2491,1.18179,1.18194
0.2872340679168701,1.18194,10.2491,1.18179,1.18194,0.2695739269256592,1.18179,10.2491,1.18179,1.18194
0.27512693405151367,1.18194,10.2491,1.18179,1.18194,0.26864194869995117,1.18179,10.2491,1.18179,1.18194
0.2746241092681885,1.18194,10.2491,1.18179,1.18194,0.2732698917388916,1.18179,10.2491,1.18179,1.18194
0.2680790424346924,1.18194,10.2491,1.18179,1.18194,0.26125502586364746,1.18179,10.2491,1.18179,1.18194
0.28385210037231445,1.18194,10.2491,1.18179,1.18194,0.28722691535949707,1.18179,10.2491,1.18179,1.18194
0.271744966506958,1.18194,10.2491,1.18179,1.18194,0.2684609889984131,1.18179,10.2491,1.18179,1.18194
0.27506518363952637,1.18194,10.2491,1.18179,1.18194,0.28011393547058105,1.18179,10.2491,1.18179,1.18194
0.28224802017211914,1.18194,10.2491,1.18179,1.18194,0.2789750099182129,1.18179,10.2491,1.18179,1.18194
0.2907428741455078,1.18193,11.6157,1.18176,1.18193,0.27229905128479004,1.18176,11.6157,1.18176,1.18193
0.27128005027770996,1.18193,11.6157,1.18176,1.18193,0.2785520553588867,1.18176,11.6157,1.18176,1.18193
0.2745630741119385,1.18193,11.6157,1.18176,1.18193,0.28710198402404785,1.18176,11.6157,1.18176,1.18193
0.26959800720214844,1.18193,11.6157,1.18176,1.18193,0.282120943069458,1.18176,11.6157,1.18176,1.18193
0.2790639400482178,1.18193,11.6157,1.18176,1.18193,0.2648961544036865,1.18176,11.6157,1.18176,1.18193
0.27155208587646484,1.18193,11.6157,1.18176,1.18193,0.26761889457702637,1.18176,11.6157,1.18176,1.18193
0.26795101165771484,1.18193,11.6157,1.18176,1.18193,0.25597310066223145,1.18176,11.6157,1.18176,1.18193
0.28030896186828613,1.18193,11.6157,1.18176,1.18193,0.32603907585144043,1.18176,11.6157,1.18176,1.18193
0.28520798683166504,1.18188,10.9324,1.18172,1.18188,0.2742919921875,1.18172,10.9324,1.18172,1.18188
0.2740039825439453,1.18188,10.9323,1.18172,1.18188,0.29009389877319336,1.18172,10.9323,1.18172,1.18188
0.27962398529052734,1.18187,11.6156,1.18170,1.18187,0.28740906715393066,1.18170,11.6156,1.18170,1.18187
0.2911078929901123,1.18188,10.9323,1.18172,1.18188,0.26694607734680176,1.18172,10.9323,1.18172,1.18188
0.2698071002960205,1.18188,10.9323,1.18172,1.18188,0.28296685218811035,1.18172,10.9323,1.18172,1.18188
0.2910478115081787,1.18188,10.9323,1.18172,1.18188,0.27124905586242676,1.18172,10.9323,1.18172,1.18188
0.27127504348754883,1.18188,10.9323,1.18172,1.18188,0.2838101387023926,1.18172,10.9323,1.18172,1.18188
0.33510518074035645,1.18188,10.9323,1.18172,1.18188,0.2912168502807617,1.18172,10.9323,1.18172,1.18188
0.28008413314819336,1.18188,10.9322,1.18172,1.18188,0.2782559394836426,1.18172,10.9322,1.18172,1.18188
0.2772550582885742,1.18188,10.9322,1.18172,1.18188,0.2732701301574707,1.18172,10.9322,1.18172,1.18188
0.26718592643737793,1.18188,10.9322,1.18172,1.18188,0.2833249568939209,1.18172,10.9322,1.18172,1.18188
0.2716660499572754,1.18188,10.9322,1.18172,1.18188,0.26735997200012207,1.18172,10.9322,1.18172,1.18188
0.2880980968475342,1.18188,10.9322,1.18172,1.18188,0.2769758701324463,1.18172,10.9322,1.18172,1.18188
